county,cat_name,sales,bottles_sold,volume_sold,pack_size,bottle_vol
emmet,whiskie,90.0,12,12.0,12,1000
emmet,whiskie,94.08,6,10.5,6,1750
emmet,whiskie,94.2,12,9.0,12,750
emmet,whiskie,99.0,6,10.5,6,1750
emmet,whiskie,99.0,12,4.5,24,375
emmet,whiskie,99.54,6,10.5,6,1750
emmet,whiskie,106.2,6,10.5,6,1750
emmet,whiskie,107.64,6,10.5,6,1750
emmet,whiskie,110.64,24,9.0,24,375
emmet,whiskie,119.4,12,12.0,12,1000
emmet,whiskie,121.56,12,9.0,12,750
emmet,whiskie,126.0,12,9.0,12,750
emmet,whiskie,135.0,12,4.5,24,375
emmet,whiskie,137.16,12,21.0,6,1750
emmet,whiskie,139.32,12,9.0,12,750
emmet,whiskie,139.5,6,10.5,6,1750
emmet,whiskie,144.0,12,21.0,6,1750
emmet,whiskie,188.16,12,21.0,6,1750
emmet,whiskie,188.94,6,10.5,6,1750
emmet,whiskie,307.8,12,12.0,12,1000
emmet,whiskie,341.64,12,12.0,12,1000
emmet,whiskie,376.32,24,42.0,6,1750
emmet,whiskie,376.8,48,36.0,12,750
fayette,brandie,5.24,1,0.38,24,375
fayette,brandie,9.0,1,0.75,12,750
fayette,brandie,28.32,3,2.25,12,750
fayette,brandie,32.88,4,3.0,12,750
fayette,brandie,58.32,6,1.2,24,200
fayette,brandie,94.44,6,2.25,12,375
fayette,brandie,98.64,12,9.0,12,750
fayette,brandie,113.28,12,9.0,12,750
fayette,brandie,114.84,12,12.0,12,1000
fayette,brandie,119.88,12,9.0,12,750
fayette,distilled,72.0,3,2.25,6,750
fayette,gin,6.45,1,1.0,12,1000
fayette,gin,15.45,1,1.75,6,1750
fayette,gin,16.14,2,1.5,12,750
fayette,gin,17.94,6,2.25,24,375
fayette,gin,32.52,4,4.0,12,1000
fayette,gin,34.02,2,1.5,12,750
fayette,gin,61.2,12,9.0,12,750
fayette,gin,62.28,12,9.0,12,750
fayette,gin,64.56,6,10.5,6,1750
fayette,gin,81.0,4,3.0,12,750
fayette,gin,192.06,18,31.5,6,1750
fayette,gin,234.0,12,9.0,12,750
fayette,liqueur,6.08,1,1.0,12,1000
fayette,liqueur,8.48,1,0.6,10,600
fayette,liqueur,14.52,2,1.0,6,500
fayette,liqueur,15.75,3,2.25,12,750
fayette,liqueur,16.96,2,1.2,10,600
fayette,liqueur,18.0,2,1.5,12,750
fayette,liqueur,21.78,3,1.5,6,500
fayette,liqueur,26.62,2,1.0,12,500
fayette,liqueur,27.76,2,1.5,12,750
fayette,liqueur,29.04,4,2.0,6,500
fayette,liqueur,30.0,2,1.5,6,750
fayette,liqueur,30.0,4,3.0,12,750
fayette,liqueur,31.0,2,1.5,12,750
fayette,liqueur,31.52,4,3.0,12,750
fayette,liqueur,33.06,2,1.5,12,750
fayette,liqueur,35.98,2,1.5,12,750
fayette,liqueur,39.08,1,1.75,6,1750
fayette,liqueur,39.12,4,1.5,24,375
fayette,liqueur,45.0,1,3.0,1,3000
fayette,liqueur,48.0,6,2.25,24,375
fayette,liqueur,56.25,3,2.25,12,750
fayette,liqueur,59.0,4,3.0,6,750
fayette,liqueur,62.37,3,2.25,12,750
fayette,liqueur,63.0,12,9.0,12,750
fayette,liqueur,64.8,48,4.8,48,100
fayette,liqueur,71.96,4,3.0,12,750
fayette,liqueur,75.0,4,3.0,12,750
fayette,liqueur,77.84,4,4.0,12,1000
fayette,liqueur,86.04,12,4.5,24,375
fayette,liqueur,90.0,6,4.5,6,750
fayette,liqueur,96.72,12,9.0,12,750
fayette,liqueur,98.82,6,4.5,6,750
fayette,liqueur,120.6,12,9.0,12,750
fayette,liqueur,138.0,6,10.5,6,1750
fayette,liqueur,161.64,12,9.0,12,750
fayette,liqueur,162.0,12,9.0,12,750
fayette,liqueur,172.08,24,9.0,24,375
fayette,liqueur,180.0,4,12.0,1,3000
fayette,liqueur,180.0,48,9.6,48,200
fayette,liqueur,182.34,6,10.5,6,1750
fayette,liqueur,186.0,12,9.0,12,750
fayette,liqueur,190.08,48,9.6,48,200
fayette,liqueur,192.0,24,9.0,24,375
fayette,liqueur,192.96,144,14.4,48,100
fayette,liqueur,204.12,12,12.0,12,1000
fayette,liqueur,225.0,12,9.0,12,750
fayette,liqueur,276.0,12,21.0,6,1750
fayette,liqueur,297.0,12,12.0,12,1000
fayette,liqueur,431.76,24,18.0,12,750
fayette,liqueur,540.0,12,36.0,1,3000
fayette,others,10.53,1,1.75,6,1750
fayette,others,13.11,1,1.75,6,1750
fayette,others,15.39,3,2.25,12,750
fayette,others,19.06,2,3.5,6,1750
fayette,others,20.28,2,3.5,6,1750
fayette,others,20.52,4,3.0,12,750
fayette,others,27.72,4,3.0,12,750
fayette,others,28.59,3,5.25,6,1750
fayette,others,30.42,3,5.25,6,1750
fayette,others,55.5,6,10.5,6,1750
fayette,others,60.84,6,10.5,6,1750
fayette,others,61.56,12,9.0,12,750
fayette,others,62.82,6,10.5,6,1750
fayette,others,78.66,6,10.5,6,1750
fayette,others,108.0,12,4.5,12,375
fayette,others,110.24,4,3.0,12,750
fayette,others,148.56,12,9.0,12,750
fayette,rum,8.67,1,0.75,12,750
fayette,rum,10.44,1,0.75,12,750
fayette,rum,13.59,1,0.75,6,750
fayette,rum,28.5,2,2.0,12,1000
fayette,rum,33.72,3,2.25,12,750
fayette,rum,34.66,2,3.5,6,1750
fayette,rum,47.22,3,3.0,12,1000
fayette,rum,49.32,12,4.5,24,375
fayette,rum,51.99,3,5.25,6,1750
fayette,rum,57.92,4,3.0,12,750
fayette,rum,67.95,5,3.75,6,750
fayette,rum,70.56,6,10.5,6,1750
fayette,rum,75.0,6,10.5,6,1750
fayette,rum,79.56,12,12.0,12,1000
fayette,rum,81.54,6,4.5,6,750
fayette,rum,90.0,12,4.5,24,375
fayette,rum,103.98,6,10.5,6,1750
fayette,rum,104.04,12,9.0,12,750
fayette,rum,148.44,6,10.5,6,1750
fayette,rum,148.68,12,9.0,12,750
fayette,rum,162.0,6,10.5,6,1750
fayette,rum,162.0,12,9.0,12,750
fayette,rum,163.08,12,9.0,12,750
fayette,rum,180.0,24,9.0,24,375
fayette,rum,188.88,12,9.0,12,750
fayette,rum,188.88,12,12.0,12,1000
fayette,rum,211.56,12,12.0,12,1000
fayette,rum,324.0,12,21.0,6,1750
fayette,rum,352.8,30,52.5,6,1750
fayette,rum,423.12,24,24.0,12,1000
fayette,rum,489.24,36,27.0,12,750
fayette,rum,493.92,42,73.5,6,1750
fayette,rum,2754.0,102,178.5,6,1750
fayette,schnapp,9.71,1,0.75,12,750
fayette,schnapp,11.81,1,1.0,12,1000
fayette,schnapp,16.53,3,2.25,12,750
fayette,schnapp,19.42,2,1.5,12,750
fayette,schnapp,22.04,4,3.0,12,750
fayette,schnapp,27.0,3,1.8,10,600
fayette,schnapp,29.13,3,2.25,12,750
fayette,schnapp,33.0,2,2.0,12,1000
fayette,schnapp,36.0,4,2.4,10,600
fayette,schnapp,38.84,4,3.0,12,750
fayette,schnapp,38.97,3,2.25,12,750
fayette,schnapp,39.0,2,1.5,12,750
fayette,schnapp,43.98,2,3.5,6,1750
fayette,schnapp,47.24,4,4.0,12,1000
fayette,schnapp,50.8,5,3.75,12,750
fayette,schnapp,64.95,5,3.75,12,750
fayette,schnapp,66.0,4,4.0,12,1000
fayette,schnapp,72.0,12,9.0,12,750
fayette,schnapp,77.94,6,4.5,12,750
fayette,schnapp,81.36,24,9.0,24,375
fayette,schnapp,81.96,12,6.0,12,500
fayette,schnapp,82.08,24,9.0,24,375
fayette,schnapp,85.32,12,9.0,12,750
fayette,schnapp,99.0,12,12.0,12,1000
fayette,schnapp,121.92,12,9.0,12,750
fayette,schnapp,131.94,6,10.5,6,1750
fayette,schnapp,135.0,12,21.0,6,1750
fayette,schnapp,155.88,12,9.0,12,750
fayette,schnapp,198.0,12,12.0,12,1000
fayette,schnapp,234.0,12,9.0,12,750
fayette,schnapp,263.88,12,21.0,6,1750
fayette,tequila,30.81,3,2.25,12,750
fayette,tequila,36.0,4,4.0,12,1000
fayette,tequila,37.2,4,3.0,12,750
fayette,tequila,42.75,1,0.75,12,750
fayette,tequila,46.5,1,0.75,12,750
fayette,tequila,82.5,2,1.5,12,750
fayette,tequila,111.6,12,9.0,12,750
fayette,tequila,113.76,6,10.5,6,1750
fayette,tequila,144.0,12,12.0,12,1000
fayette,tequila,495.0,12,9.0,12,750
fayette,vodka,2.68,2,0.2,48,100
fayette,vodka,6.2,1,0.5,12,500
fayette,vodka,12.38,1,0.75,12,750
fayette,vodka,13.44,2,1.5,12,750
fayette,vodka,16.2,6,2.25,24,375
fayette,vodka,19.5,2,1.5,12,750
fayette,vodka,22.5,2,2.0,12,1000
fayette,vodka,24.93,3,1.5,10,500
fayette,vodka,25.73,1,0.75,6,750
fayette,vodka,28.92,2,1.5,12,750
fayette,vodka,31.5,3,2.25,12,750
fayette,vodka,32.4,12,4.5,24,375
fayette,vodka,33.63,3,1.5,12,500
fayette,vodka,39.0,4,3.0,12,750
fayette,vodka,42.78,6,2.25,24,375
fayette,vodka,43.5,6,0.3,6,50
fayette,vodka,44.84,4,2.0,12,500
fayette,vodka,51.72,1,1.75,6,1750
fayette,vodka,51.72,3,2.25,12,750
fayette,vodka,56.25,3,2.25,12,750
fayette,vodka,58.92,12,9.0,12,750
fayette,vodka,59.64,12,9.0,12,750
fayette,vodka,60.0,2,1.2,10,600
fayette,vodka,60.12,12,9.0,12,750
fayette,vodka,60.36,4,3.0,12,750
fayette,vodka,60.72,12,9.0,12,750
fayette,vodka,61.68,24,9.0,24,375
fayette,vodka,64.32,48,4.8,48,100
fayette,vodka,64.56,6,10.5,6,1750
fayette,vodka,64.8,6,10.5,6,1750
fayette,vodka,64.8,24,9.0,24,375
fayette,vodka,66.96,24,9.0,24,375
fayette,vodka,67.26,6,10.5,6,1750
fayette,vodka,68.4,6,10.5,6,1750
fayette,vodka,72.96,12,12.0,12,1000
fayette,vodka,75.12,12,12.0,12,1000
fayette,vodka,76.5,6,10.5,6,1750
fayette,vodka,80.64,12,9.0,12,750
fayette,vodka,81.6,48,9.6,48,200
fayette,vodka,83.04,48,9.6,48,200
fayette,vodka,85.32,6,10.5,6,1750
fayette,vodka,98.94,6,10.5,6,1750
fayette,vodka,117.0,12,9.0,12,750
fayette,vodka,119.28,24,18.0,12,750
fayette,vodka,120.24,24,18.0,12,750
fayette,vodka,125.28,48,18.0,24,375
fayette,vodka,126.0,12,9.0,12,750
fayette,vodka,126.0,24,9.0,24,375
fayette,vodka,129.12,12,21.0,6,1750
fayette,vodka,129.6,12,21.0,6,1750
fayette,vodka,135.0,12,9.0,12,750
fayette,vodka,145.92,24,24.0,12,1000
fayette,vodka,148.56,12,9.0,12,750
fayette,vodka,154.38,6,10.5,6,1750
fayette,vodka,170.64,12,21.0,6,1750
fayette,vodka,171.0,6,10.5,6,1750
fayette,vodka,193.68,18,31.5,6,1750
fayette,vodka,197.88,12,21.0,6,1750
fayette,vodka,206.88,12,9.0,12,750
fayette,vodka,228.12,12,12.0,12,1000
fayette,vodka,405.0,12,12.0,6,1000
fayette,vodka,1557.0,150,262.5,6,1750
fayette,vodka,8070.0,750,1312.5,6,1750
fayette,whiskie,12.0,1,1.0,12,1000
fayette,whiskie,15.75,3,1.12,24,375
fayette,whiskie,17.82,1,0.6,10,600
fayette,whiskie,19.9,2,2.0,12,1000
fayette,whiskie,24.1,5,1.88,24,375
fayette,whiskie,24.3,3,1.5,12,500
fayette,whiskie,27.78,3,1.5,12,500
fayette,whiskie,28.34,1,1.0,12,1000
fayette,whiskie,32.88,4,3.0,12,750
fayette,whiskie,35.4,2,3.5,6,1750
fayette,whiskie,35.43,3,1.12,12,375
fayette,whiskie,36.0,3,1.12,24,375
fayette,whiskie,40.77,3,1.5,12,500
fayette,whiskie,40.8,4,2.4,10,600
fayette,whiskie,42.0,2,1.5,12,750
fayette,whiskie,43.5,5,3.0,5,600
fayette,whiskie,46.47,1,1.75,6,1750
fayette,whiskie,46.78,2,1.5,12,750
fayette,whiskie,47.22,3,2.25,12,750
fayette,whiskie,55.44,6,4.5,12,750
fayette,whiskie,56.25,5,1.88,24,375
fayette,whiskie,60.75,3,2.25,12,750
fayette,whiskie,63.0,3,2.25,12,750
fayette,whiskie,63.0,12,9.0,12,750
fayette,whiskie,67.47,3,2.25,12,750
fayette,whiskie,67.5,6,2.25,24,375
fayette,whiskie,68.58,6,10.5,6,1750
fayette,whiskie,70.08,3,2.25,12,750
fayette,whiskie,70.17,3,2.25,12,750
fayette,whiskie,73.92,24,9.0,24,375
fayette,whiskie,75.06,6,10.5,6,1750
fayette,whiskie,75.36,24,9.0,24,375
fayette,whiskie,78.12,12,9.0,12,750
fayette,whiskie,78.75,3,2.25,6,750
fayette,whiskie,83.16,6,10.5,6,1750
fayette,whiskie,83.22,3,2.25,12,750
fayette,whiskie,85.5,6,10.5,6,1750
fayette,whiskie,89.64,12,12.0,12,1000
fayette,whiskie,89.96,4,3.0,12,750
fayette,whiskie,90.06,3,2.25,12,750
fayette,whiskie,93.56,4,3.0,12,750
fayette,whiskie,94.08,6,10.5,6,1750
fayette,whiskie,94.2,12,9.0,12,750
fayette,whiskie,94.44,6,10.5,6,1750
fayette,whiskie,99.0,6,10.5,6,1750
fayette,whiskie,99.0,12,12.0,12,1000
fayette,whiskie,99.18,6,10.5,6,1750
fayette,whiskie,100.62,6,10.5,6,1750
fayette,whiskie,107.64,6,10.5,6,1750
fayette,whiskie,108.56,4,3.0,6,750
fayette,whiskie,110.64,24,9.0,24,375
fayette,whiskie,112.32,48,9.6,48,200
fayette,whiskie,116.94,6,10.5,6,1750
fayette,whiskie,119.4,12,12.0,12,1000
fayette,whiskie,121.5,3,5.25,6,1750
fayette,whiskie,121.56,12,9.0,12,750
fayette,whiskie,123.84,12,12.0,12,1000
fayette,whiskie,125.96,4,3.0,6,750
fayette,whiskie,126.0,12,9.0,12,750
fayette,whiskie,144.0,12,12.0,12,1000
fayette,whiskie,153.0,12,9.0,12,750
fayette,whiskie,153.36,24,18.0,12,750
fayette,whiskie,162.84,6,4.5,6,750
fayette,whiskie,188.16,12,21.0,6,1750
fayette,whiskie,188.4,24,18.0,12,750
fayette,whiskie,188.88,12,9.0,12,750
fayette,whiskie,198.0,24,9.0,24,375
fayette,whiskie,239.95,5,8.75,6,1750
fayette,whiskie,269.52,12,9.0,12,750
fayette,whiskie,269.88,12,9.0,12,750
fayette,whiskie,276.12,6,10.5,6,1750
fayette,whiskie,280.32,12,9.0,12,750
fayette,whiskie,280.68,12,9.0,12,750
fayette,whiskie,282.24,18,31.5,6,1750
fayette,whiskie,287.94,6,10.5,6,1750
fayette,whiskie,340.08,12,12.0,12,1000
fayette,whiskie,377.76,24,18.0,12,750
fayette,whiskie,377.88,12,21.0,6,1750
fayette,whiskie,566.64,36,27.0,12,750
fayette,whiskie,755.52,48,36.0,12,750
fayette,whiskie,1876.5,150,262.5,6,1750
floyd,brandie,11.52,1,0.5,10,500
floyd,brandie,21.72,2,2.0,12,1000
floyd,brandie,26.64,3,2.25,12,750
floyd,brandie,28.98,6,2.25,24,375
floyd,brandie,32.58,3,2.25,12,750
floyd,brandie,35.52,4,3.0,12,750
floyd,brandie,37.76,4,3.0,12,750
floyd,brandie,38.98,2,0.75,12,375
floyd,brandie,80.16,12,9.0,12,750
floyd,brandie,101.64,6,10.5,6,1750
floyd,brandie,106.5,6,10.5,6,1750
floyd,brandie,108.0,12,9.0,12,750
floyd,brandie,116.94,6,10.5,6,1750
floyd,brandie,125.76,24,9.0,24,375
floyd,brandie,130.32,12,9.0,12,750
floyd,brandie,151.08,12,4.5,12,375
floyd,brandie,188.88,12,4.5,12,375
floyd,brandie,224.64,24,4.8,24,200
floyd,brandie,359.88,12,9.0,12,750
floyd,brandie,6765.12,696,139.2,24,200
floyd,distilled,142.92,12,9.0,12,750
floyd,gin,33.74,1,1.75,6,1750
floyd,gin,35.98,2,3.5,6,1750
floyd,gin,61.92,12,9.0,12,750
floyd,gin,62.28,6,10.5,6,1750
floyd,gin,94.44,6,10.5,6,1750
floyd,gin,152.4,24,24.0,12,1000
floyd,gin,161.28,6,4.5,6,750
floyd,gin,279.0,12,12.0,12,1000
floyd,liqueur,7.26,1,0.5,6,500
floyd,liqueur,7.5,1,0.5,6,500
floyd,liqueur,8.48,1,0.6,10,600
floyd,liqueur,9.9,1,0.5,12,500
floyd,liqueur,11.25,3,0.6,48,200
floyd,liqueur,14.24,1,0.75,12,750
floyd,liqueur,14.52,2,1.0,6,500
floyd,liqueur,21.78,3,1.5,6,500
floyd,liqueur,22.5,3,1.12,12,375
floyd,liqueur,27.0,3,1.8,10,600
floyd,liqueur,29.34,3,1.12,24,375
floyd,liqueur,39.12,4,1.5,24,375
floyd,liqueur,45.0,1,3.0,1,3000
floyd,liqueur,45.0,3,2.25,6,750
floyd,liqueur,45.0,3,2.25,12,750
floyd,liqueur,46.5,3,2.25,12,750
floyd,liqueur,47.72,4,3.0,12,750
floyd,liqueur,63.0,12,9.0,12,750
floyd,liqueur,68.04,4,4.0,12,1000
floyd,liqueur,72.66,6,10.5,6,1750
floyd,liqueur,72.96,12,12.0,12,1000
floyd,liqueur,78.16,2,3.5,6,1750
floyd,liqueur,83.16,4,3.0,12,750
floyd,liqueur,90.0,2,6.0,1,3000
floyd,liqueur,90.0,6,4.5,6,750
floyd,liqueur,90.0,12,9.0,12,750
floyd,liqueur,96.72,12,9.0,12,750
floyd,liqueur,104.91,3,2.25,12,750
floyd,liqueur,138.0,6,10.5,6,1750
floyd,liqueur,145.32,12,21.0,6,1750
floyd,liqueur,147.06,6,6.0,6,1000
floyd,liqueur,161.64,12,9.0,12,750
floyd,liqueur,162.0,12,9.0,12,750
floyd,liqueur,169.6,20,12.0,10,600
floyd,liqueur,180.0,4,12.0,1,3000
floyd,liqueur,180.0,48,9.6,48,200
floyd,liqueur,182.34,6,10.5,6,1750
floyd,liqueur,189.0,12,9.0,12,750
floyd,liqueur,192.0,24,9.0,24,375
floyd,liqueur,204.12,12,12.0,12,1000
floyd,liqueur,225.0,12,9.0,12,750
floyd,liqueur,233.52,12,12.0,12,1000
floyd,liqueur,234.48,6,10.5,6,1750
floyd,liqueur,243.0,12,9.0,12,750
floyd,liqueur,269.88,12,12.0,12,1000
floyd,liqueur,276.0,12,21.0,6,1750
floyd,liqueur,297.0,12,12.0,12,1000
floyd,liqueur,378.0,12,9.0,12,750
floyd,others,26.22,2,3.5,6,1750
floyd,others,27.75,3,5.25,6,1750
floyd,others,39.33,3,5.25,6,1750
floyd,others,41.58,6,4.8,6,800
floyd,others,42.0,12,12.0,12,1000
floyd,others,55.56,6,10.5,6,1750
floyd,others,69.84,12,9.6,6,800
floyd,others,70.44,2,1.5,12,750
floyd,others,77.04,12,12.0,12,1000
floyd,others,83.16,12,9.6,6,800
floyd,others,97.54,2,1.5,12,750
floyd,others,111.12,12,21.0,6,1750
floyd,others,119.76,12,9.0,12,750
floyd,others,157.32,12,21.0,6,1750
floyd,others,162.0,12,9.0,12,750
floyd,others,393.3,30,52.5,6,1750
floyd,others,1179.9,90,157.5,6,1750
floyd,rum,7.2,1,0.5,12,500
floyd,rum,7.44,1,0.5,12,500
floyd,rum,8.31,1,0.5,12,500
floyd,rum,14.88,2,1.0,12,500
floyd,rum,33.72,3,2.25,12,750
floyd,rum,35.98,2,1.5,12,750
floyd,rum,37.17,3,2.25,12,750
floyd,rum,40.5,3,2.25,6,750
floyd,rum,43.35,5,3.75,12,750
floyd,rum,44.94,6,2.25,24,375
floyd,rum,52.02,6,4.5,12,750
floyd,rum,54.36,4,3.0,12,750
floyd,rum,57.0,4,3.0,12,750
floyd,rum,67.5,6,10.5,6,1750
floyd,rum,69.06,6,10.5,6,1750
floyd,rum,70.56,6,10.5,6,1750
floyd,rum,72.0,12,9.0,12,750
floyd,rum,75.0,4,3.0,12,750
floyd,rum,79.56,12,12.0,12,1000
floyd,rum,81.54,6,4.5,12,750
floyd,rum,98.64,24,9.0,24,375
floyd,rum,103.98,6,10.5,6,1750
floyd,rum,123.0,12,9.0,12,750
floyd,rum,134.88,12,9.0,12,750
floyd,rum,135.0,6,10.5,6,1750
floyd,rum,148.44,6,10.5,6,1750
floyd,rum,148.68,12,9.0,12,750
floyd,rum,162.0,12,9.0,12,750
floyd,rum,163.08,12,9.0,12,750
floyd,rum,171.0,12,12.0,12,1000
floyd,rum,180.0,24,9.0,24,375
floyd,rum,188.88,12,12.0,12,1000
floyd,rum,324.0,12,21.0,6,1750
floyd,rum,423.12,24,24.0,12,1000
floyd,rum,634.68,36,36.0,12,1000
floyd,rum,846.24,48,48.0,12,1000
floyd,schnapp,7.5,1,0.5,12,500
floyd,schnapp,18.36,4,1.5,24,375
floyd,schnapp,23.19,3,2.25,12,750
floyd,schnapp,23.62,2,2.0,12,1000
floyd,schnapp,24.0,3,1.12,24,375
floyd,schnapp,27.0,3,1.8,10,600
floyd,schnapp,27.54,6,2.25,24,375
floyd,schnapp,29.13,3,2.25,12,750
floyd,schnapp,38.97,3,2.25,12,750
floyd,schnapp,39.0,2,1.5,12,750
floyd,schnapp,46.76,4,3.0,12,750
floyd,schnapp,58.26,6,4.5,12,750
floyd,schnapp,67.5,6,10.5,6,1750
floyd,schnapp,72.0,12,9.0,12,750
floyd,schnapp,77.94,6,4.5,12,750
floyd,schnapp,78.0,4,3.0,12,750
floyd,schnapp,90.0,12,9.0,12,750
floyd,schnapp,92.76,12,9.0,12,750
floyd,schnapp,131.94,6,10.5,6,1750
floyd,schnapp,141.72,12,12.0,12,1000
floyd,schnapp,155.88,12,9.0,12,750
floyd,schnapp,283.44,24,24.0,12,1000
floyd,schnapp,283.56,12,12.0,12,1000
floyd,tequila,8.1,1,0.5,12,500
floyd,tequila,49.5,6,2.25,24,375
floyd,tequila,64.5,2,1.5,6,750
floyd,tequila,119.52,12,12.0,12,1000
floyd,tequila,144.0,12,12.0,12,1000
floyd,tequila,165.0,4,3.0,12,750
floyd,tequila,180.0,12,9.0,12,750
floyd,tequila,217.32,12,9.0,12,750
floyd,tequila,360.0,24,18.0,12,750
floyd,tequila,495.0,12,9.0,12,750
floyd,vodka,5.99,1,0.2,24,200
floyd,vodka,6.2,1,0.5,12,500
floyd,vodka,6.9,1,0.5,12,500
floyd,vodka,8.31,1,0.5,10,500
floyd,vodka,9.32,1,0.6,10,600
floyd,vodka,11.21,1,0.5,12,500
floyd,vodka,11.88,1,0.6,10,600
floyd,vodka,13.2,2,1.0,12,500
floyd,vodka,15.09,1,0.75,12,750
floyd,vodka,19.5,1,1.75,6,1750
floyd,vodka,19.5,2,1.5,12,750
floyd,vodka,24.76,2,1.5,12,750
floyd,vodka,26.52,4,4.0,12,1000
floyd,vodka,29.04,4,2.4,6,600
floyd,vodka,29.22,3,1.12,24,375
floyd,vodka,29.25,3,2.25,12,750
floyd,vodka,30.18,2,1.5,12,750
floyd,vodka,32.52,4,1.5,12,375
floyd,vodka,33.6,5,3.75,12,750
floyd,vodka,34.13,1,1.0,12,1000
floyd,vodka,37.14,3,2.25,12,750
floyd,vodka,38.25,3,2.25,12,750
floyd,vodka,38.96,4,1.5,24,375
floyd,vodka,41.64,3,3.0,12,1000
floyd,vodka,43.38,3,2.25,12,750
floyd,vodka,45.27,3,2.25,12,750
floyd,vodka,49.52,4,3.0,12,750
floyd,vodka,54.08,4,3.0,12,750
floyd,vodka,58.8,10,6.0,10,600
floyd,vodka,60.12,12,9.0,12,750
floyd,vodka,60.72,12,9.0,12,750
floyd,vodka,62.28,6,10.5,6,1750
floyd,vodka,63.0,3,5.25,6,1750
floyd,vodka,64.02,6,10.5,6,1750
floyd,vodka,64.32,12,9.0,12,750
floyd,vodka,64.56,6,10.5,6,1750
floyd,vodka,64.8,6,10.5,6,1750
floyd,vodka,64.8,24,9.0,24,375
floyd,vodka,67.26,6,10.5,6,1750
floyd,vodka,67.5,6,4.5,12,750
floyd,vodka,68.4,6,10.5,6,1750
floyd,vodka,68.96,4,3.0,12,750
floyd,vodka,69.6,24,9.0,24,375
floyd,vodka,72.3,5,3.75,12,750
floyd,vodka,75.12,12,12.0,12,1000
floyd,vodka,76.5,6,4.5,12,750
floyd,vodka,76.56,12,12.0,12,1000
floyd,vodka,77.28,12,12.0,12,1000
floyd,vodka,81.6,48,9.6,48,200
floyd,vodka,90.0,6,10.5,6,1750
floyd,vodka,98.94,6,10.5,6,1750
floyd,vodka,113.34,6,10.5,6,1750
floyd,vodka,117.0,6,10.5,6,1750
floyd,vodka,117.0,12,9.0,12,750
floyd,vodka,117.48,6,10.5,6,1750
floyd,vodka,126.0,12,9.0,12,750
floyd,vodka,126.0,24,9.0,24,375
floyd,vodka,129.6,12,21.0,6,1750
floyd,vodka,132.36,12,9.0,12,750
floyd,vodka,132.78,6,10.5,6,1750
floyd,vodka,135.0,12,9.0,12,750
floyd,vodka,135.0,12,12.0,12,1000
floyd,vodka,145.92,24,24.0,12,1000
floyd,vodka,148.56,12,9.0,12,750
floyd,vodka,154.38,6,10.5,6,1750
floyd,vodka,154.56,24,24.0,12,1000
floyd,vodka,166.56,12,12.0,12,1000
floyd,vodka,173.52,12,9.0,12,750
floyd,vodka,179.94,6,10.5,6,1750
floyd,vodka,180.0,24,4.8,24,200
floyd,vodka,181.08,12,9.0,12,750
floyd,vodka,206.88,12,9.0,12,750
floyd,vodka,208.08,24,24.0,12,1000
floyd,vodka,225.36,36,36.0,12,1000
floyd,vodka,225.72,12,9.0,12,750
floyd,vodka,231.84,36,36.0,12,1000
floyd,vodka,259.2,24,42.0,6,1750
floyd,vodka,269.88,12,12.0,12,1000
floyd,vodka,332.88,12,9.0,12,750
floyd,vodka,347.04,24,18.0,12,750
floyd,vodka,451.44,24,18.0,12,750
floyd,vodka,1368.0,48,84.0,6,1750
floyd,whiskie,7.02,3,0.6,48,200
floyd,whiskie,8.1,1,0.5,12,500
floyd,whiskie,9.24,3,1.12,24,375
floyd,whiskie,10.2,1,0.6,10,600
floyd,whiskie,10.76,1,1.0,12,1000
floyd,whiskie,11.03,1,0.3,10,300
floyd,whiskie,11.7,5,1.0,48,200
floyd,whiskie,13.59,1,0.5,12,500
floyd,whiskie,16.2,2,1.0,12,500
floyd,whiskie,18.52,2,1.0,12,500
floyd,whiskie,20.4,2,1.2,10,600
floyd,whiskie,21.0,4,1.5,24,375
floyd,whiskie,21.24,3,0.6,44,200
floyd,whiskie,24.0,2,1.5,12,750
floyd,whiskie,24.81,3,2.25,12,750
floyd,whiskie,27.18,2,1.0,12,500
floyd,whiskie,30.6,3,1.8,10,600
floyd,whiskie,31.48,2,1.5,12,750
floyd,whiskie,31.5,3,2.25,12,750
floyd,whiskie,31.5,6,1.2,48,200
floyd,whiskie,36.0,3,1.12,24,375
floyd,whiskie,38.1,6,1.2,48,200
floyd,whiskie,40.08,6,2.25,24,375
floyd,whiskie,40.44,4,1.5,24,375
floyd,whiskie,40.5,2,1.5,12,750
floyd,whiskie,40.77,3,1.5,12,500
floyd,whiskie,43.71,3,3.0,12,1000
floyd,whiskie,48.0,4,1.5,24,375
floyd,whiskie,54.56,4,3.0,12,750
floyd,whiskie,68.58,6,10.5,6,1750
floyd,whiskie,75.36,24,9.0,24,375
floyd,whiskie,78.6,4,3.0,12,750
floyd,whiskie,80.58,6,10.5,6,1750
floyd,whiskie,83.22,3,2.25,12,750
floyd,whiskie,85.5,6,10.5,6,1750
floyd,whiskie,90.0,12,12.0,12,1000
floyd,whiskie,94.08,6,10.5,6,1750
floyd,whiskie,94.2,12,9.0,12,750
floyd,whiskie,94.44,6,10.5,6,1750
floyd,whiskie,99.54,6,10.5,6,1750
floyd,whiskie,99.9,6,10.5,6,1750
