county,cat_name,sales,bottles_sold,volume_sold,pack_size,bottle_vol
adair,brandie,28.08,3,0.6,24,200
adair,brandie,47.22,3,1.12,12,375
adair,brandie,98.64,12,9.0,12,750
adair,gin,81.0,4,3.0,12,750
adair,liqueur,15.0,2,1.5,12,750
adair,liqueur,26.62,2,1.0,12,500
adair,liqueur,44.3,1,1.2,5,1200
adair,liqueur,45.0,1,3.0,1,3000
adair,liqueur,58.68,6,2.25,24,375
adair,liqueur,63.0,6,2.25,12,375
adair,liqueur,86.04,12,4.5,24,375
adair,liqueur,88.6,2,2.4,5,1200
adair,liqueur,135.0,3,9.0,1,3000
adair,liqueur,138.0,6,10.5,6,1750
adair,liqueur,161.64,12,9.0,12,750
adair,liqueur,192.0,24,9.0,24,375
adair,liqueur,225.0,12,9.0,12,750
adair,others,20.52,4,3.0,12,750
adair,others,55.5,6,10.5,6,1750
adair,rum,24.78,2,1.5,12,750
adair,rum,36.0,6,4.5,12,750
adair,rum,45.0,6,2.25,24,375
adair,rum,49.86,6,3.0,12,500
adair,rum,54.36,4,3.0,12,750
adair,rum,70.56,6,10.5,6,1750
adair,rum,81.0,12,4.5,24,375
adair,rum,104.04,12,9.0,12,750
adair,rum,135.0,6,10.5,6,1750
adair,rum,180.0,24,9.0,24,375
adair,rum,207.96,12,21.0,6,1750
adair,rum,324.0,12,21.0,6,1750
adair,rum,415.92,24,42.0,6,1750
adair,schnapp,38.84,4,3.0,12,750
adair,schnapp,72.0,12,9.0,12,750
adair,tequila,49.5,6,2.25,12,375
adair,tequila,60.0,4,3.0,12,750
adair,tequila,91.35,3,0.9,10,300
adair,vodka,20.4,12,2.4,48,200
adair,vodka,29.25,3,2.25,12,750
adair,vodka,30.36,6,4.5,12,750
adair,vodka,33.63,3,5.25,6,1750
adair,vodka,58.5,6,4.5,12,750
adair,vodka,60.72,12,9.0,12,750
adair,vodka,62.28,6,10.5,6,1750
adair,vodka,64.56,6,10.5,6,1750
adair,vodka,64.8,6,10.5,6,1750
adair,vodka,66.96,24,9.0,24,375
adair,vodka,68.4,6,10.5,6,1750
adair,vodka,74.28,6,4.5,12,750
adair,vodka,75.0,4,3.0,12,750
adair,vodka,81.0,6,2.25,12,375
adair,vodka,103.44,6,4.5,12,750
adair,vodka,117.0,6,10.5,6,1750
adair,vodka,117.0,12,9.0,12,750
adair,vodka,118.8,10,6.0,10,600
adair,vodka,129.6,12,21.0,6,1750
adair,vodka,148.56,12,9.0,12,750
adair,vodka,171.12,24,9.0,24,375
adair,vodka,206.88,12,9.0,12,750
adair,vodka,1710.0,60,105.0,6,1750
adair,whiskie,32.88,4,3.0,12,750
adair,whiskie,40.5,2,1.5,12,750
adair,whiskie,42.0,4,3.0,12,750
adair,whiskie,46.02,1,1.75,6,1750
adair,whiskie,46.78,2,1.5,12,750
adair,whiskie,48.6,6,3.0,12,500
adair,whiskie,62.98,2,1.5,12,750
adair,whiskie,66.18,6,1.8,10,300
adair,whiskie,70.17,3,2.25,12,750
adair,whiskie,72.0,6,2.25,24,375
adair,whiskie,73.92,24,9.0,24,375
adair,whiskie,83.16,6,10.5,6,1750
adair,whiskie,92.04,2,3.5,6,1750
adair,whiskie,93.56,4,3.0,12,750
adair,whiskie,94.08,6,10.5,6,1750
adair,whiskie,94.2,12,9.0,12,750
adair,whiskie,94.44,6,4.5,12,750
adair,whiskie,99.0,6,10.5,6,1750
adair,whiskie,99.24,12,9.0,12,750
adair,whiskie,107.64,6,10.5,6,1750
adair,whiskie,110.3,10,3.0,10,300
adair,whiskie,110.64,24,9.0,24,375
adair,whiskie,116.94,6,10.5,6,1750
adair,whiskie,140.16,6,4.5,12,750
adair,whiskie,140.34,6,4.5,12,750
adair,whiskie,162.84,6,4.5,6,750
adair,whiskie,166.32,12,21.0,6,1750
adair,whiskie,188.16,12,21.0,6,1750
adair,whiskie,221.28,48,18.0,24,375
adair,whiskie,269.88,12,9.0,12,750
adair,whiskie,280.32,12,9.0,12,750
adair,whiskie,280.68,12,9.0,12,750
adair,whiskie,282.24,18,31.5,6,1750
adair,whiskie,376.32,24,42.0,6,1750
adams,brandie,9.8,1,1.0,12,1000
adams,brandie,15.99,3,1.12,24,375
adams,brandie,16.94,1,1.75,6,1750
adams,brandie,18.88,2,1.5,12,750
adams,brandie,33.88,2,3.5,6,1750
adams,gin,16.49,1,0.75,12,750
adams,gin,19.13,1,0.75,12,750
adams,gin,31.48,2,3.5,6,1750
adams,liqueur,5.25,1,0.75,12,750
adams,liqueur,10.05,1,0.75,12,750
adams,liqueur,12.3,1,0.75,12,750
adams,liqueur,13.31,1,0.5,12,500
adams,liqueur,21.0,2,0.75,12,375
adams,liqueur,22.5,1,0.75,12,750
adams,liqueur,23.0,1,1.75,6,1750
adams,liqueur,30.0,1,0.75,6,750
adams,liqueur,31.0,2,1.5,12,750
adams,liqueur,33.06,2,1.5,12,750
adams,liqueur,40.5,3,2.25,12,750
adams,liqueur,46.0,2,3.5,6,1750
adams,liqueur,69.0,3,5.25,6,1750
adams,others,12.38,1,0.75,12,750
adams,others,16.5,2,1.5,12,750
adams,others,46.72,2,1.5,6,750
adams,others,52.44,4,7.0,6,1750
adams,rum,6.63,1,1.0,12,1000
adams,rum,15.0,2,0.75,24,375
adams,rum,27.0,1,1.75,6,1750
adams,rum,28.5,2,2.0,12,1000
adams,rum,52.89,3,3.0,12,1000
adams,rum,54.0,2,3.5,6,1750
adams,rum,81.0,3,5.25,6,1750
adams,schnapp,3.42,1,0.38,24,375
adams,schnapp,9.71,1,0.75,12,750
adams,schnapp,11.25,1,1.75,6,1750
adams,schnapp,12.99,1,0.75,12,750
adams,schnapp,23.63,1,1.0,12,1000
adams,tequila,11.51,1,1.0,12,1000
adams,tequila,13.44,1,0.38,12,375
adams,tequila,18.96,1,1.75,6,1750
adams,tequila,19.5,1,1.0,12,1000
adams,tequila,34.56,2,1.5,12,750
adams,tequila,36.52,2,1.5,12,750
adams,vodka,9.32,1,0.6,10,600
adams,vodka,11.98,2,0.4,24,200
adams,vodka,18.78,3,3.0,12,1000
adams,vodka,57.03,3,3.0,12,1000
adams,vodka,59.98,2,3.5,6,1750
adams,vodka,64.8,6,10.5,6,1750
adams,whiskie,8.1,1,0.5,12,500
adams,whiskie,10.2,1,0.6,10,600
adams,whiskie,13.36,2,0.75,24,375
adams,whiskie,13.59,1,0.5,12,500
adams,whiskie,13.86,1,1.75,6,1750
adams,whiskie,19.68,1,0.75,12,750
adams,whiskie,21.0,2,1.5,12,750
adams,whiskie,22.47,1,1.0,12,1000
adams,whiskie,22.86,2,3.5,6,1750
adams,whiskie,24.0,2,0.75,24,375
adams,whiskie,28.34,1,1.0,12,1000
adams,whiskie,29.85,3,3.0,12,1000
adams,whiskie,31.48,2,3.5,6,1750
adams,whiskie,35.88,2,3.5,6,1750
adams,whiskie,37.01,1,1.0,6,1000
adams,whiskie,38.98,2,3.5,6,1750
adams,whiskie,43.5,2,3.5,6,1750
adams,whiskie,44.98,2,1.5,12,750
adams,whiskie,47.99,1,1.75,6,1750
adams,whiskie,54.28,2,1.5,6,750
adams,whiskie,62.98,2,3.5,6,1750
adams,whiskie,70.08,3,2.25,12,750
adams,whiskie,72.24,2,3.5,6,1750
adams,whiskie,77.96,4,7.0,6,1750
adams,whiskie,81.0,6,10.5,6,1750
adams,whiskie,85.02,3,3.0,12,1000
adams,whiskie,92.04,2,3.5,6,1750
adams,whiskie,94.08,6,10.5,6,1750
adams,whiskie,95.98,2,3.5,6,1750
adams,whiskie,110.64,24,9.0,24,375
adams,whiskie,143.97,3,5.25,6,1750
allamakee,brandie,10.48,2,0.75,24,375
allamakee,brandie,24.66,3,2.25,12,750
allamakee,brandie,26.2,5,1.88,24,375
allamakee,brandie,29.99,1,0.75,12,750
allamakee,brandie,35.5,2,3.5,6,1750
allamakee,brandie,35.52,4,3.0,12,750
allamakee,brandie,36.0,4,3.0,12,750
allamakee,brandie,85.68,12,9.0,12,750
allamakee,brandie,98.64,12,9.0,12,750
allamakee,brandie,102.0,6,10.5,6,1750
allamakee,brandie,106.5,6,10.5,6,1750
allamakee,brandie,114.84,12,12.0,12,1000
allamakee,brandie,116.94,6,10.5,6,1750
allamakee,brandie,119.88,12,9.0,12,750
allamakee,brandie,128.04,12,12.0,12,1000
allamakee,brandie,130.32,12,12.0,12,1000
allamakee,distilled,23.82,2,1.5,12,750
allamakee,distilled,24.0,1,0.75,6,750
allamakee,distilled,487.44,72,72.0,12,1000
allamakee,gin,4.98,1,0.75,12,750
allamakee,gin,5.16,1,0.75,12,750
allamakee,gin,7.08,1,0.75,12,750
allamakee,gin,7.5,1,0.75,12,750
allamakee,gin,9.74,1,0.75,12,750
allamakee,gin,10.32,2,1.5,12,750
allamakee,gin,11.96,4,1.5,24,375
allamakee,gin,12.9,2,2.0,12,1000
allamakee,gin,15.27,3,1.12,24,375
allamakee,gin,16.49,1,0.75,12,750
allamakee,gin,19.5,1,0.75,12,750
allamakee,gin,19.5,3,3.0,12,1000
allamakee,gin,21.52,2,3.5,6,1750
allamakee,gin,24.75,1,1.0,12,1000
allamakee,gin,49.5,2,2.0,12,1000
allamakee,gin,74.98,2,3.5,6,1750
allamakee,gin,79.5,2,3.5,6,1750
allamakee,liqueur,7.11,1,0.75,12,750
allamakee,liqueur,7.26,1,0.5,6,500
allamakee,liqueur,9.71,1,0.75,12,750
allamakee,liqueur,10.5,1,0.38,12,375
allamakee,liqueur,10.85,1,1.0,12,1000
allamakee,liqueur,14.22,2,1.5,12,750
allamakee,liqueur,14.52,2,1.0,6,500
allamakee,liqueur,14.75,1,0.75,6,750
allamakee,liqueur,14.99,1,0.38,12,375
allamakee,liqueur,15.0,2,1.0,6,500
allamakee,liqueur,15.0,2,1.5,12,750
allamakee,liqueur,15.26,1,0.75,6,750
allamakee,liqueur,15.75,3,2.25,12,750
allamakee,liqueur,15.76,2,1.5,12,750
allamakee,liqueur,16.12,2,1.5,12,750
allamakee,liqueur,17.31,1,1.75,6,1750
allamakee,liqueur,17.99,1,0.75,12,750
allamakee,liqueur,18.0,2,1.5,12,750
allamakee,liqueur,18.75,1,0.75,12,750
allamakee,liqueur,18.75,5,1.0,48,200
allamakee,liqueur,19.42,2,1.5,12,750
allamakee,liqueur,20.25,1,0.75,12,750
allamakee,liqueur,21.0,1,0.75,6,750
allamakee,liqueur,21.0,2,0.75,12,375
allamakee,liqueur,21.08,4,0.8,48,200
allamakee,liqueur,21.51,3,1.12,24,375
allamakee,liqueur,22.5,3,2.25,12,750
allamakee,liqueur,23.64,3,2.25,12,750
allamakee,liqueur,24.0,3,1.12,24,375
allamakee,liqueur,27.76,2,1.5,12,750
allamakee,liqueur,29.99,1,0.75,12,750
allamakee,liqueur,30.0,2,1.5,6,750
allamakee,liqueur,33.76,2,1.5,6,750
allamakee,liqueur,34.97,1,0.75,12,750
allamakee,liqueur,36.0,4,3.0,12,750
allamakee,liqueur,36.46,2,1.5,12,750
allamakee,liqueur,37.5,2,1.5,12,750
allamakee,liqueur,40.5,2,1.5,12,750
allamakee,liqueur,45.0,1,3.0,1,3000
allamakee,liqueur,46.5,3,2.25,12,750
allamakee,liqueur,49.5,2,2.0,12,1000
allamakee,liqueur,54.0,4,3.0,12,750
allamakee,liqueur,54.24,3,2.25,12,750
allamakee,liqueur,55.52,4,3.0,12,750
allamakee,liqueur,57.24,2,1.5,12,750
allamakee,liqueur,67.47,3,3.0,12,1000
allamakee,liqueur,67.5,5,3.75,12,750
allamakee,liqueur,69.0,3,5.25,6,1750
allamakee,liqueur,69.0,4,4.0,12,1000
allamakee,liqueur,73.53,3,3.0,6,1000
allamakee,liqueur,78.16,2,3.5,6,1750
allamakee,liqueur,89.96,4,4.0,12,1000
allamakee,liqueur,90.0,6,4.5,6,750
allamakee,liqueur,117.0,12,9.0,12,750
allamakee,liqueur,151.08,12,12.0,12,1000
allamakee,liqueur,180.0,12,9.0,6,750
allamakee,liqueur,180.0,12,9.0,12,750
allamakee,liqueur,204.12,12,12.0,12,1000
allamakee,liqueur,233.52,12,12.0,12,1000
allamakee,others,7.92,1,1.0,12,1000
allamakee,others,8.02,2,1.5,12,750
allamakee,others,9.53,1,1.75,6,1750
allamakee,others,10.14,1,1.75,6,1750
allamakee,others,12.03,3,2.25,12,750
allamakee,others,15.84,2,2.0,12,1000
allamakee,others,17.25,1,0.75,6,750
allamakee,others,18.5,2,3.5,6,1750
allamakee,others,19.06,2,3.5,6,1750
allamakee,others,20.79,3,2.25,12,750
allamakee,others,23.76,3,3.0,12,1000
allamakee,others,25.68,4,4.0,12,1000
allamakee,others,26.22,2,3.5,6,1750
allamakee,others,27.72,4,3.0,12,750
allamakee,others,32.1,5,5.0,12,1000
allamakee,others,35.22,1,0.75,12,750
allamakee,others,37.0,4,7.0,6,1750
allamakee,others,39.33,3,5.25,6,1750
allamakee,others,46.78,2,1.5,12,750
allamakee,others,48.74,1,0.75,12,750
allamakee,others,50.75,1,0.05,6,50
allamakee,others,55.5,6,10.5,6,1750
allamakee,others,60.84,6,10.5,6,1750
allamakee,others,69.12,12,12.0,12,1000
allamakee,others,78.66,6,10.5,6,1750
allamakee,others,89.96,1,0.75,6,750
allamakee,others,126.0,36,36.0,12,1000
allamakee,others,148.56,12,9.0,12,750
allamakee,others,162.0,6,11.1,6,1850
allamakee,others,280.68,12,9.0,12,750
allamakee,rum,7.44,1,0.05,12,50
allamakee,rum,10.25,1,0.75,12,750
allamakee,rum,11.25,1,0.75,12,750
allamakee,rum,13.26,2,2.0,12,1000
allamakee,rum,13.32,3,1.12,24,375
allamakee,rum,13.5,1,0.75,6,750
allamakee,rum,14.4,2,1.0,12,500
allamakee,rum,14.68,2,2.0,12,1000
allamakee,rum,15.68,1,0.75,12,750
allamakee,rum,16.52,4,0.8,48,200
allamakee,rum,20.5,2,1.5,12,750
allamakee,rum,22.5,6,1.2,48,200
allamakee,rum,28.88,1,1.75,6,1750
allamakee,rum,30.0,4,1.5,24,375
allamakee,rum,33.75,3,5.25,6,1750
allamakee,rum,34.66,2,3.5,6,1750
allamakee,rum,37.14,3,2.25,12,750
allamakee,rum,37.17,3,2.25,12,750
allamakee,rum,40.5,3,2.25,6,750
allamakee,rum,40.5,6,2.25,24,375
allamakee,rum,45.0,2,3.5,6,1750
allamakee,rum,45.0,6,2.25,24,375
allamakee,rum,49.52,4,3.0,12,750
allamakee,rum,53.01,3,3.0,12,1000
allamakee,rum,70.56,6,10.5,6,1750
allamakee,rum,74.88,12,9.0,12,750
allamakee,rum,78.12,12,12.0,12,1000
allamakee,rum,88.35,5,5.0,12,1000
allamakee,rum,99.0,6,10.5,6,1750
allamakee,rum,103.98,6,10.5,6,1750
allamakee,rum,134.88,12,9.0,12,750
allamakee,rum,135.0,6,10.5,6,1750
allamakee,rum,148.68,12,9.0,12,750
allamakee,rum,162.0,6,10.5,6,1750
allamakee,rum,163.08,12,9.0,12,750
allamakee,rum,171.0,12,12.0,12,1000
allamakee,rum,180.0,24,9.0,24,375
allamakee,rum,188.88,12,12.0,12,1000
allamakee,rum,211.56,12,12.0,12,1000
allamakee,rum,211.68,18,31.5,6,1750
allamakee,rum,269.76,24,18.0,12,750
allamakee,rum,342.0,24,24.0,12,1000
allamakee,rum,377.76,24,24.0,12,1000
allamakee,rum,445.32,18,31.5,6,1750
allamakee,rum,486.0,18,31.5,6,1750
allamakee,rum,634.68,36,36.0,12,1000
allamakee,schnapp,7.11,1,0.75,12,750
allamakee,schnapp,9.71,1,0.75,12,750
allamakee,schnapp,11.81,1,1.0,12,1000
allamakee,schnapp,13.56,4,1.5,24,375
allamakee,schnapp,14.22,2,1.5,12,750
allamakee,schnapp,15.0,2,1.5,12,750
allamakee,schnapp,23.62,2,2.0,12,1000
allamakee,schnapp,34.62,2,3.5,6,1750
allamakee,schnapp,35.43,3,3.0,12,1000
allamakee,schnapp,38.84,4,3.0,12,750
allamakee,schnapp,38.97,3,2.25,12,750
allamakee,schnapp,40.0,5,1.88,24,375
allamakee,schnapp,47.26,2,2.0,12,1000
allamakee,schnapp,63.0,6,10.5,6,1750
allamakee,schnapp,65.97,3,5.25,6,1750
allamakee,schnapp,69.12,12,12.0,12,1000
allamakee,schnapp,70.89,3,3.0,12,1000
allamakee,schnapp,82.08,24,9.0,24,375
allamakee,schnapp,131.94,6,10.5,6,1750
allamakee,schnapp,141.72,12,12.0,12,1000
allamakee,schnapp,155.88,12,9.0,12,750
allamakee,schnapp,198.0,12,12.0,12,1000
allamakee,schnapp,263.88,12,21.0,6,1750
allamakee,schnapp,396.0,24,24.0,12,1000
allamakee,tequila,23.02,2,2.0,12,1000
allamakee,tequila,31.5,1,1.75,6,1750
allamakee,tequila,43.12,2,1.5,6,750
allamakee,tequila,113.76,6,10.5,6,1750
allamakee,tequila,138.12,12,12.0,12,1000
allamakee,vodka,4.5,1,0.75,12,750
allamakee,vodka,6.6,1,0.5,12,500
allamakee,vodka,8.31,1,0.5,10,500
allamakee,vodka,8.67,1,1.0,12,1000
allamakee,vodka,9.75,1,0.75,12,750
allamakee,vodka,10.5,1,0.75,12,750
allamakee,vodka,10.76,1,1.75,6,1750
allamakee,vodka,12.38,1,0.75,12,750
allamakee,vodka,14.94,1,0.75,12,750
allamakee,vodka,15.09,1,0.75,12,750
allamakee,vodka,16.26,2,0.75,12,375
allamakee,vodka,16.46,1,0.75,6,750
allamakee,vodka,17.24,1,0.75,12,750
allamakee,vodka,19.5,2,1.5,12,750
allamakee,vodka,20.72,4,1.5,24,375
allamakee,vodka,21.6,8,3.0,24,375
allamakee,vodka,22.32,8,3.0,24,375
allamakee,vodka,22.42,2,1.0,12,500
allamakee,vodka,23.67,3,2.25,12,750
allamakee,vodka,24.0,1,1.75,6,1750
allamakee,vodka,24.76,2,1.5,12,750
allamakee,vodka,27.74,1,0.75,6,750
allamakee,vodka,27.75,1,1.75,6,1750
allamakee,vodka,28.5,1,1.75,6,1750
allamakee,vodka,28.52,4,1.5,24,375
allamakee,vodka,29.22,3,1.12,24,375
allamakee,vodka,29.25,3,2.25,12,750
allamakee,vodka,33.0,2,1.5,6,750
allamakee,vodka,33.75,3,3.0,12,1000
allamakee,vodka,37.14,3,2.25,12,750
allamakee,vodka,41.64,3,3.0,12,1000
allamakee,vodka,43.83,3,5.25,6,1750
allamakee,vodka,49.52,4,3.0,12,750
allamakee,vodka,51.72,3,2.25,12,750
allamakee,vodka,56.05,5,2.5,12,500
allamakee,vodka,57.04,8,3.0,24,375
allamakee,vodka,59.64,12,9.0,12,750
allamakee,vodka,59.98,2,3.5,6,1750
allamakee,vodka,60.12,12,9.0,12,750
allamakee,vodka,60.72,12,9.0,12,750
allamakee,vodka,64.02,6,10.5,6,1750
allamakee,vodka,64.32,12,9.0,12,750
allamakee,vodka,64.56,6,10.5,6,1750
allamakee,vodka,64.8,6,10.5,6,1750
allamakee,vodka,64.8,24,9.0,24,375
allamakee,vodka,65.52,12,9.0,12,750
allamakee,vodka,67.26,6,10.5,6,1750
allamakee,vodka,68.96,4,3.0,12,750
allamakee,vodka,74.25,3,3.0,12,1000
allamakee,vodka,76.5,6,10.5,6,1750
allamakee,vodka,77.28,12,12.0,12,1000
allamakee,vodka,81.0,12,9.0,12,750
allamakee,vodka,89.97,3,5.25,6,1750
allamakee,vodka,98.94,6,10.5,6,1750
allamakee,vodka,103.44,6,4.5,12,750
allamakee,vodka,110.96,4,3.0,12,750
allamakee,vodka,117.0,6,10.5,6,1750
allamakee,vodka,117.0,12,9.0,12,750
allamakee,vodka,123.24,12,21.0,6,1750
allamakee,vodka,124.56,12,21.0,6,1750
allamakee,vodka,129.12,12,21.0,6,1750
allamakee,vodka,129.6,12,21.0,6,1750
allamakee,vodka,132.78,6,10.5,6,1750
allamakee,vodka,135.0,12,12.0,12,1000
allamakee,vodka,144.0,12,12.0,12,1000
allamakee,vodka,145.92,24,24.0,12,1000
allamakee,vodka,148.56,12,9.0,12,750
allamakee,vodka,153.12,24,24.0,12,1000
allamakee,vodka,171.0,6,10.5,6,1750
allamakee,vodka,173.52,12,9.0,12,750
allamakee,vodka,184.86,18,31.5,6,1750
allamakee,vodka,202.5,6,6.0,6,1000
allamakee,vodka,218.88,36,36.0,12,1000
allamakee,vodka,228.12,12,12.0,12,1000
allamakee,vodka,229.68,36,36.0,12,1000
allamakee,vodka,246.48,24,42.0,6,1750
allamakee,vodka,249.12,24,42.0,6,1750
allamakee,vodka,258.24,24,42.0,6,1750
allamakee,vodka,269.88,12,12.0,12,1000
allamakee,vodka,306.24,48,48.0,12,1000
allamakee,vodka,450.0,30,52.5,6,1750
allamakee,whiskie,7.5,1,1.0,12,1000
allamakee,whiskie,7.7,1,0.75,12,750
allamakee,whiskie,10.5,1,0.75,12,750
allamakee,whiskie,10.5,2,0.75,24,375
allamakee,whiskie,11.03,1,0.3,10,300
allamakee,whiskie,13.47,1,1.75,6,1750
allamakee,whiskie,14.82,2,2.0,12,1000
allamakee,whiskie,15.74,1,0.75,12,750
allamakee,whiskie,16.59,1,1.75,6,1750
allamakee,whiskie,17.7,1,1.75,6,1750
allamakee,whiskie,18.84,6,2.25,24,375
allamakee,whiskie,18.87,3,3.0,12,1000
allamakee,whiskie,19.5,2,0.75,12,375
allamakee,whiskie,20.25,1,0.75,12,750
allamakee,whiskie,20.26,2,1.5,12,750
allamakee,whiskie,20.63,1,0.75,12,750
allamakee,whiskie,21.0,1,0.75,12,750
allamakee,whiskie,21.15,3,3.0,12,1000
allamakee,whiskie,21.66,2,2.0,12,1000
allamakee,whiskie,22.49,1,0.75,12,750
allamakee,whiskie,22.5,1,0.75,12,750
allamakee,whiskie,22.5,2,0.75,24,375
allamakee,whiskie,22.61,1,0.75,12,750
allamakee,whiskie,22.86,2,3.5,6,1750
allamakee,whiskie,23.22,2,1.5,12,750
allamakee,whiskie,24.0,2,0.75,24,375
allamakee,whiskie,24.0,2,1.5,12,750
allamakee,whiskie,24.81,3,2.25,12,750
allamakee,whiskie,25.02,2,3.5,6,1750
allamakee,whiskie,27.66,6,2.25,24,375
allamakee,whiskie,27.74,1,0.75,12,750
allamakee,whiskie,30.39,3,2.25,12,750
allamakee,whiskie,31.48,2,1.5,12,750
allamakee,whiskie,33.08,4,3.0,12,750
allamakee,whiskie,33.74,1,0.75,6,750
allamakee,whiskie,33.75,3,1.12,24,375
allamakee,whiskie,34.5,2,1.5,12,750
allamakee,whiskie,34.83,3,2.25,12,750
allamakee,whiskie,35.88,2,3.5,6,1750
allamakee,whiskie,36.0,3,1.12,24,375
allamakee,whiskie,36.76,2,1.5,12,750
allamakee,whiskie,38.5,5,3.75,12,750
allamakee,whiskie,38.98,2,3.5,6,1750
allamakee,whiskie,40.5,2,1.5,12,750
allamakee,whiskie,41.46,2,2.0,12,1000
allamakee,whiskie,44.94,2,2.0,12,1000
allamakee,whiskie,46.02,1,1.75,6,1750
allamakee,whiskie,48.0,4,1.5,24,375
allamakee,whiskie,51.3,2,2.0,12,1000
allamakee,whiskie,54.3,2,1.5,6,750
allamakee,whiskie,55.32,12,4.5,24,375
allamakee,whiskie,56.25,5,1.88,24,375
allamakee,whiskie,56.68,2,2.0,12,1000
allamakee,whiskie,62.98,2,1.5,12,750
allamakee,whiskie,67.47,3,2.25,12,750
allamakee,whiskie,75.06,6,10.5,6,1750
allamakee,whiskie,80.82,6,10.5,6,1750
allamakee,whiskie,83.16,6,10.5,6,1750
allamakee,whiskie,84.6,12,12.0,12,1000
allamakee,whiskie,85.02,3,3.0,12,1000
allamakee,whiskie,85.41,3,3.0,12,1000
allamakee,whiskie,85.5,6,10.5,6,1750
allamakee,whiskie,89.88,4,4.0,12,1000
allamakee,whiskie,90.0,12,12.0,12,1000
allamakee,whiskie,94.08,6,10.5,6,1750
allamakee,whiskie,94.2,12,9.0,12,750
allamakee,whiskie,99.0,6,10.5,6,1750
allamakee,whiskie,99.18,3,3.0,12,1000
allamakee,whiskie,99.9,6,10.5,6,1750
allamakee,whiskie,102.0,4,3.0,12,750
allamakee,whiskie,103.5,6,10.5,6,1750
allamakee,whiskie,107.64,6,10.5,6,1750
allamakee,whiskie,112.32,48,9.6,48,200
allamakee,whiskie,116.94,6,10.5,6,1750
allamakee,whiskie,119.4,12,12.0,12,1000
allamakee,whiskie,121.56,12,9.0,12,750
allamakee,whiskie,126.0,12,9.0,12,750
allamakee,whiskie,129.12,12,12.0,12,1000
allamakee,whiskie,138.06,3,5.25,6,1750
allamakee,whiskie,143.97,3,5.25,6,1750
allamakee,whiskie,144.0,6,10.5,6,1750
allamakee,whiskie,144.0,12,12.0,12,1000
allamakee,whiskie,150.12,12,21.0,6,1750
allamakee,whiskie,154.44,6,4.5,6,750
allamakee,whiskie,162.84,6,4.5,6,750
allamakee,whiskie,162.9,6,4.5,6,750
allamakee,whiskie,165.3,5,5.0,12,1000
allamakee,whiskie,188.16,12,21.0,6,1750
allamakee,whiskie,188.4,24,18.0,12,750
allamakee,whiskie,188.94,6,10.5,6,1750
allamakee,whiskie,195.0,1,0.75,6,750
allamakee,whiskie,198.0,12,21.0,6,1750
allamakee,whiskie,226.68,12,12.0,12,1000
allamakee,whiskie,238.8,24,24.0,12,1000
allamakee,whiskie,243.12,24,18.0,12,750
allamakee,whiskie,276.12,6,10.5,6,1750
allamakee,whiskie,280.32,12,9.0,12,750
allamakee,whiskie,287.94,6,10.5,6,1750
allamakee,whiskie,340.08,12,12.0,12,1000
allamakee,whiskie,750.6,60,105.0,6,1750
allamakee,whiskie,752.64,48,84.0,6,1750
allamakee,whiskie,935.52,48,84.0,6,1750
appanoose,brandie,15.99,3,1.12,24,375
appanoose,brandie,16.44,2,1.5,12,750
appanoose,brandie,17.76,2,1.5,12,750
appanoose,brandie,18.0,2,1.5,12,750
appanoose,brandie,24.66,3,2.25,12,750
appanoose,brandie,31.48,2,0.75,12,375
appanoose,brandie,32.58,3,2.25,12,750
appanoose,brandie,32.88,4,3.0,12,750
appanoose,brandie,42.44,4,0.8,24,200
appanoose,brandie,62.98,2,1.5,12,750
appanoose,brandie,89.97,3,2.25,12,750
appanoose,brandie,96.84,12,9.0,12,750
appanoose,brandie,106.56,12,9.0,12,750
appanoose,distilled,52.56,6,4.5,6,750
appanoose,gin,12.4,2,2.0,12,1000
appanoose,gin,25.4,4,4.0,12,1000
appanoose,gin,32.98,2,1.5,12,750
appanoose,gin,38.96,4,3.0,12,750
appanoose,gin,49.5,2,2.0,12,1000
appanoose,gin,66.0,6,10.5,6,1750
appanoose,gin,69.75,3,3.0,12,1000
appanoose,gin,224.94,6,10.5,6,1750
appanoose,gin,234.0,12,9.0,12,750
appanoose,gin,279.0,12,12.0,12,1000
appanoose,liqueur,7.88,1,0.75,12,750
appanoose,liqueur,9.65,1,0.75,12,750
appanoose,liqueur,13.31,1,0.5,12,500
appanoose,liqueur,15.0,2,1.5,12,750
appanoose,liqueur,17.24,1,0.75,12,750
appanoose,liqueur,18.0,2,1.5,12,750
appanoose,liqueur,24.51,1,1.0,6,1000
appanoose,liqueur,24.75,1,1.0,12,1000
appanoose,liqueur,26.35,5,1.0,48,200
appanoose,liqueur,31.5,1,0.75,12,750
appanoose,liqueur,33.72,3,2.25,12,750
appanoose,liqueur,36.9,3,2.25,12,750
appanoose,liqueur,38.84,4,3.0,12,750
appanoose,liqueur,44.3,1,1.2,5,1200
appanoose,liqueur,46.5,3,2.25,12,750
appanoose,liqueur,48.55,5,3.75,12,750
appanoose,liqueur,49.59,3,2.25,12,750
appanoose,liqueur,53.97,3,2.25,12,750
appanoose,liqueur,54.24,3,2.25,12,750
appanoose,liqueur,56.25,3,2.25,12,750
appanoose,liqueur,59.98,2,1.5,12,750
appanoose,liqueur,72.66,6,10.5,6,1750
appanoose,liqueur,72.96,12,12.0,12,1000
